ID Sire Dam CG Ultra WT1 WT2 FI GAIN FCR RFI
193945908 Sire_188863681 Dam_188861107 193_3_188_V_M 43.4 2174 3232 1549 1058 1.464 -25.11
193945911 Sire_188863681 Dam_188862419 193_3_188_V_M 45.45 2200 3016 1437 816 1.761 68.64
193945917 Sire_188863681 Dam_188863461 193_3_188_V_M 46.61 2158 3134 1510 976 1.547 12.43
193945925 Sire_188863681 Dam_188867823 193_3_188_V_F 39.85 1948 2484 1020 536 1.903 0.3
193945929 Sire_188863681 Dam_188869373 193_3_188_V_F 44.16 1884 2688 1292 804 1.607 20.38
193945930 Sire_188858365 Dam_188854055 193_3_188_V_F 36.47 1832 2714 1321 882 1.498 -16.82
193945932 Sire_188861035 Dam_188855089 193_3_188_V_F 34.17 1776 2314 1069 538 1.987 84.05
193945933 Sire_188861035 Dam_188855089 193_3_188_V_M 44.71 2310 3260 1511 950 1.591 -5.48
193945936 Sire_188861035 Dam_188855089 193_3_188_V_M 39.01 2152 2918 1263 766 1.649 -48.18
193945944 Sire_188861035 Dam_188858657 193_3_188_V_F 34.36 1796 2296 958 500 1.916 6.43
193945955 Sire_188861035 Dam_188862719 193_3_188_V_F 37.62 1916 2646 1156 730 1.584 -49.12
193945965 Sire_188861035 Dam_188863691 193_3_188_V_M 43.05 2032 3094 1454 1062 1.369 -84.59
193945968 Sire_188861119 Dam_188853943 193_3_188_V_F 38.11 1888 2526 1060 638 1.661 -47.97
193945971 Sire_188861119 Dam_188854067 193_3_188_V_F 37.3 1724 2538 1230 814 1.511 -17.36
193945974 Sire_188861119 Dam_188854067 193_3_188_V_F 39.26 1914 2554 1109 640 1.733 -6.5
193945975 Sire_188861119 Dam_188854067 193_3_188_V_M 44.37 2218 2930 1336 712 1.876 54.19
193945981 Sire_188861119 Dam_188858641 193_3_188_V_F 37.4 1790 2526 1191 736 1.618 6.84
193945989 Sire_188861119 Dam_188863499 193_3_188_V_F 38.82 1960 2530 1071 570 1.879 15.04
193945997 Sire_188865411 Dam_188855939 193_3_188_V_M 48.17 2178 3078 1458 900 1.62 21.79
193945998 Sire_188865411 Dam_188855939 193_3_188_V_F 38.55 1842 2546 1167 704 1.658 3.45
193945999 Sire_188865411 Dam_188855939 193_3_188_V_F 41.93 1782 2418 1091 636 1.715 7.65
193946001 Sire_188865411 Dam_188855939 193_3_188_V_F 36.6 1796 2422 1107 626 1.768 30.57
193946003 Sire_188865411 Dam_188855939 193_3_188_V_F 37.69 1910 2584 1172 674 1.739 23.66
193946008 Sire_188865411 Dam_188857987 193_3_188_V_F 41.43 1914 2464 1053 550 1.915 26.69
193946015 Sire_188865411 Dam_188861321 193_3_188_V_F 36.07 1686 2434 1184 748 1.583 10.16
193946017 Sire_188865411 Dam_188861321 193_3_188_V_M 42.09 2102 3068 1516 966 1.569 42.62
193946022 Sire_188865411 Dam_188861499 193_3_188_V_F 36.5 1788 2478 1149 690 1.665 10.85
193946030 Sire_188865411 Dam_188861503 193_3_188_V_F 38.21 1910 2626 1161 716 1.622 -28.97
193946033 Sire_188865411 Dam_188861553 193_3_188_V_F 35.07 1856 2676 1234 820 1.505 -47.5
193946036 Sire_188865411 Dam_188862851 193_3_188_V_F 36.65 1790 2498 1149 708 1.623 -7.41
193946044 Sire_188865411 Dam_188867405 193_3_188_V_F 35.32 1792 2484 1140 692 1.647 -0.98
193946048 Sire_188865411 Dam_188869183 193_3_188_V_M 41.37 2098 2940 1401 842 1.664 37.81
193946052 Sire_188856421 Dam_188854027 193_3_188_V_M 39.28 2310 3214 1538 904 1.701 61.98
193946055 Sire_188856421 Dam_188855073 193_3_188_V_F 37.61 1806 2520 1181 714 1.654 15.22
193946059 Sire_188856421 Dam_188855073 193_3_188_V_M 42.29 2344 2944 1211 600 2.018 -6.92
193946060 Sire_188856421 Dam_188856359 193_3_188_V_F 39.37 1862 2570 1141 708 1.612 -30.79
193946063 Sire_188856421 Dam_188858381 193_3_188_V_M 46.62 2278 3156 1505 878 1.714 60.65
193946066 Sire_188856421 Dam_188858381 193_3_188_V_M 42.87 2096 3086 1481 990 1.496 -11.85
193946067 Sire_188856421 Dam_188858381 193_3_188_V_F 40 2056 2740 1267 684 1.852 77.57
193946069 Sire_188856421 Dam_188858815 193_3_188_V_M 40.92 2012 2982 1469 970 1.514 16.84
193946070 Sire_188856421 Dam_188859757 193_3_188_V_F 37.39 1786 2352 1105 566 1.952 90.16
193946071 Sire_188856421 Dam_188859757 193_3_188_V_M 41.62 2232 2930 1237 698 1.772 -36.35
193946072 Sire_188856421 Dam_188859757 193_3_188_V_F 33.11 1756 2450 1145 694 1.65 9.72
193946073 Sire_188856421 Dam_188859757 193_3_188_V_F 33.43 1920 2728 1319 808 1.632 35.73
193946075 Sire_188856421 Dam_188863175 193_3_188_V_F 31.07 1682 2348 1106 666 1.661 14.27
193946076 Sire_188856421 Dam_188863175 193_3_188_V_M 36.7 2224 3178 1539 954 1.613 42.64
193946078 Sire_188856421 Dam_188863175 193_3_188_V_M 39.68 2164 3126 1567 962 1.629 80.09
193946079 Sire_188856421 Dam_188863175 193_3_188_V_M 42.52 2106 3014 1417 908 1.561 -6.46
193946080 Sire_188856421 Dam_188864693 193_3_188_V_F 38.68 1900 2602 1190 702 1.695 16.04
193946081 Sire_188856421 Dam_188864693 193_3_188_V_F 36.26 1884 2584 1202 700 1.717 33.44
193946085 Sire_188856421 Dam_188864693 193_3_188_V_F 39.97 1856 2650 1250 794 1.574 -5.73
193946088 Sire_188856421 Dam_188867505 193_3_188_V_F 39.68 1784 2414 1115 630 1.77 37.17
193946091 Sire_188856421 Dam_188868275 193_3_188_V_F 38.09 1946 2748 1302 802 1.623 19.12
193946097 Sire_188863653 Dam_188854065 193_3_188_V_M 37.8 2128 2816 1285 688 1.868 49.04
193946098 Sire_188863653 Dam_188854537 193_3_188_V_F 40.96 1914 2730 1274 816 1.561 -15.92
193946102 Sire_188863653 Dam_188856203 193_3_188_V_F 41 1884 2596 1184 712 1.663 3.55
193946110 Sire_188863653 Dam_188859055 193_3_188_V_F 38.04 1834 2708 1263 874 1.445 -67.32
193946112 Sire_188863653 Dam_188861157 193_3_188_V_F 41.07 1882 2418 1032 536 1.925 26.39
193946117 Sire_188863653 Dam_188861543 193_3_188_V_F 41.58 1874 2560 1212 686 1.767 59.45
193946121 Sire_188863653 Dam_188865777 193_3_188_V_F 37.17 1838 2690 1284 852 1.507 -25.37
193946122 Sire_188863653 Dam_188869163 193_3_188_V_F 35.35 1702 2310 1020 608 1.678 -18.52
193946123 Sire_188863653 Dam_188869163 193_3_188_V_F 32.83 1750 2462 1171 712 1.645 19.16
193946124 Sire_188863653 Dam_188869163 193_3_188_V_M 46.06 2106 3142 1607 1036 1.551 70.94
193946129 Sire_188863653 Dam_188869951 193_3_188_V_F 44.18 1764 2442 1179 678 1.739 57.87
193946132 Sire_188864163 Dam_188854023 193_3_188_V_F 38.14 1904 2632 1187 728 1.63 -13.58
193946133 Sire_188864163 Dam_188854023 193_3_188_V_M 45.6 2210 2984 1330 774 1.718 -4.16
193946138 Sire_188864163 Dam_188856179 193_3_188_V_F 38.25 1824 2496 1138 672 1.693 10
193946139 Sire_188864163 Dam_188856179 193_3_188_V_M 44.69 2104 2974 1409 870 1.62 19.52
193946141 Sire_188864163 Dam_188856451 193_3_188_V_F 38.35 1850 2624 1214 774 1.568 -20.63
193946149 Sire_188864163 Dam_188867191 193_3_188_V_F 37.95 1900 2372 953 472 2.019 6.97
193946155 Sire_188864163 Dam_188867541 193_3_188_V_F 38.35 1710 2422 1151 712 1.617 7.71
193946156 Sire_188864163 Dam_188868009 193_3_188_V_M 44.69 2138 2972 1335 834 1.601 -32.15
193946169 Sire_188856631 Dam_188859897 193_3_188_V_F 48.22 2092 2600 1058 508 2.083 35.3
193946172 Sire_188856631 Dam_188860843 193_3_188_V_F 37.88 1746 2446 1065 700 1.521 -74.09
193946175 Sire_188856631 Dam_188864503 193_3_188_V_M 47.68 2320 3112 1278 792 1.614 -102.2
193946177 Sire_188856631 Dam_188864503 193_3_188_V_F 38.91 1980 2550 1035 570 1.816 -25.23
193946185 Sire_187845653 Dam_187838605 193_3_187_Y_F 41.56 1986 2548 1042 562 1.854 -11.58
193946186 Sire_187845653 Dam_187838605 193_3_187_Y_M 43.82 2314 3070 1323 756 1.75 -23.91
193946202 Sire_187845653 Dam_187842097 193_3_187_Y_F 46.38 2024 2710 1123 686 1.637 -61.58
193946209 Sire_187845653 Dam_187844519 193_3_187_Y_F 41.96 2046 2740 1268 694 1.827 70.79
193946210 Sire_187845653 Dam_187844519 193_3_187_Y_M 45.55 2278 3126 1406 848 1.658 -11.95
193946211 Sire_187845653 Dam_187844867 193_3_187_Y_M 47.62 2214 3320 1511 1106 1.366 -116.3
193946213 Sire_187845653 Dam_187847201 193_3_187_Y_F 38.38 1954 2826 1430 872 1.64 76.04
193946214 Sire_187845653 Dam_187847201 193_3_187_Y_F 38.85 1888 2400 949 512 1.854 -34.1
193946216 Sire_187845653 Dam_187847201 193_3_187_Y_M 47.3 2284 3018 1390 734 1.894 70.69
193946220 Sire_187851569 Dam_187840775 193_3_187_Y_F 39.02 1888 2650 1182 762 1.551 -48.85
193946222 Sire_187851569 Dam_187840775 193_3_187_Y_F 35.58 1800 2536 1158 736 1.573 -28.3
193946223 Sire_187851569 Dam_187840775 193_3_187_Y_F 38.35 1872 2326 897 454 1.976 -25.21
193946224 Sire_187851569 Dam_187840775 193_3_187_Y_F 38.35 1934 2576 1022 642 1.592 -99.76
193946231 Sire_187851569 Dam_187843387 193_3_187_Y_F 40.05 1782 2470 1114 688 1.619 -20.88
193946241 Sire_187849709 Dam_187839017 193_3_187_Y_F 40.03 1946 2494 1045 548 1.907 13.83
193946245 Sire_187849709 Dam_187839967 193_3_187_Y_F 38.96 1838 2464 1012 626 1.617 -73.4
193946247 Sire_187849709 Dam_187841861 193_3_187_Y_F 33.82 1858 2506 1096 648 1.691 -15.47
193946257 Sire_187849709 Dam_187847319 193_3_187_Y_M 46.47 2392 3118 1375 726 1.894 33.04
193946265 Sire_187849709 Dam_187851303 193_3_187_Y_M 46.59 2242 3186 1537 944 1.628 44.49
193946270 Sire_187845821 Dam_187849687 193_3_187_Y_F 42.96 2070 2786 1183 716 1.652 -41.13
193946275 Sire_187845821 Dam_187842367 193_3_187_Y_F 40.76 1952 2470 949 518 1.832 -53.72
193946282 Sire_187845821 Dam_187852007 193_3_187_Y_M 42.64 2254 2918 1279 664 1.926 29.52
193946284 Sire_187845821 Dam_187847251 193_3_187_Y_F 39.43 1964 2516 971 552 1.759 -67.97
193946285 Sire_187845821 Dam_187847251 193_3_187_Y_F 37.36 1834 2372 905 538 1.682 -92.34
193946290 Sire_187845821 Dam_187844243 193_3_187_Y_M 40.13 2262 3202 1452 940 1.545 -42.49
193946297 Sire_187845821 Dam_187851305 193_3_187_Y_M 46.72 2444 3270 1447 826 1.752 2.77
193946299 Sire_187845821 Dam_187851305 193_3_187_Y_M 43.49 2262 3044 1292 782 1.652 -63.49
193946300 Sire_187845821 Dam_187851581 193_3_187_Y_F 38.71 1890 2480 973 590 1.649 -87.83
193946302 Sire_187845821 Dam_187852513 193_3_187_Y_F 40.47 1946 2614 1126 668 1.686 -24.09
193946303 Sire_187845821 Dam_187852513 193_3_187_Y_F 41.68 1868 2392 995 524 1.899 4.27
193946310 Sire_187844251 Dam_187839917 193_3_187_Y_F 40.04 1802 2476 1154 674 1.712 28.72
193946314 Sire_187844251 Dam_187845811 193_3_187_Y_F 39.76 1900 2618 1190 718 1.657 0.19
193946319 Sire_187844251 Dam_187846889 193_3_187_Y_M 45.29 2288 3306 1589 1018 1.561 18.74
193946327 Sire_187850079 Dam_187850509 193_3_187_Y_F 37.87 1984 2474 1028 490 2.098 46.2
193946328 Sire_187850079 Dam_187850509 193_3_187_Y_F 41.05 1908 2548 1154 640 1.803 39.78
193946334 Sire_187850079 Dam_187846045 193_3_187_Y_M 42.88 1996 2654 1090 658 1.657 -83.28
193946337 Sire_187848235 Dam_187840317 193_3_187_Y_M 39.98 2246 3074 1491 828 1.801 99.44
193946343 Sire_187848235 Dam_187841851 193_3_187_Y_F 42.91 1920 2532 1073 612 1.753 -16.04
193946347 Sire_187848235 Dam_187844271 193_3_187_Y_F 40.17 1810 2398 958 588 1.629 -83.76
193946350 Sire_187848235 Dam_187848011 193_3_187_Y_M 43.74 2284 3078 1317 794 1.659 -55.1
193946360 Sire_187848235 Dam_187849865 193_3_187_Y_F 40.81 1812 2536 1180 724 1.63 3.03
193946374 Sire_187844175 Dam_187844269 193_3_187_Y_M 51.15 2392 3032 1343 640 2.098 76.7
193946394 Sire_187847325 Dam_187841993 193_3_187_Y_F 39.62 1884 2596 1212 712 1.702 31.55
193946401 Sire_187849571 Dam_187845823 193_3_187_Y_F 34.39 1774 2490 1097 716 1.532 -63.92
193946404 Sire_187847325 Dam_187847365 193_3_187_Y_F 39.39 1918 2604 1103 686 1.608 -58.94
193946407 Sire_187847325 Dam_187849271 193_3_187_Y_M 47.28 2258 3190 1420 932 1.524 -66.35
193946411 Sire_187849571 Dam_187851493 193_3_187_Y_F 38.95 1930 2692 1322 762 1.735 82.18
193946412 Sire_187847325 Dam_187851493 193_3_187_Y_F 43.92 1900 2504 1114 604 1.844 37.16
193946413 Sire_187847325 Dam_187851493 193_3_187_Y_F 37.51 1816 2576 1310 760 1.724 96.5
193946417 Sire_187839951 Dam_187840237 193_3_187_Y_F 40.42 1868 2386 956 518 1.846 -28.78
193946418 Sire_187839951 Dam_187837927 193_3_187_Y_F 40.38 1854 2436 979 582 1.682 -66.21
193946426 Sire_187839951 Dam_187845399 193_3_187_Y_F 41.53 1840 2508 1172 668 1.754 44.55
193946427 Sire_187839951 Dam_187845399 193_3_187_Y_F 38.91 1996 2624 1172 628 1.866 50.88
193946429 Sire_187839951 Dam_187845399 193_3_187_Y_F 38.2 1946 2618 1168 672 1.738 13.95
193946430 Sire_187839951 Dam_187845399 193_3_187_Y_F 36.7 1876 2586 1215 710 1.711 38.24
193946432 Sire_187839951 Dam_187845829 193_3_187_Y_M 38.46 2250 3060 1258 810 1.553 -118.8
193946434 Sire_187839951 Dam_187845829 193_3_187_Y_F 42.63 2138 2834 1263 696 1.815 44.17
193946435 Sire_187839951 Dam_187845829 193_3_187_Y_F 36.25 1910 2614 1206 704 1.713 27.93
193946436 Sire_187839951 Dam_187847717 193_3_187_Y_F 36.71 1968 2718 1218 750 1.624 -18.05
193946451 Sire_187848995 Dam_187848721 193_3_187_Y_F 44.1 1956 2654 1230 698 1.762 48.05
193946455 Sire_187848995 Dam_187849703 193_3_187_Y_F 36.84 1834 2550 1218 716 1.701 44.26
193946460 Sire_187848995 Dam_187840525 193_3_187_Y_M 44.6 2418 3312 1559 894 1.744 62.09
193946465 Sire_187848995 Dam_187840525 193_3_187_Y_F 44.85 1948 2728 1310 780 1.679 48.49
193946466 Sire_187848995 Dam_187840525 193_3_187_Y_F 47.03 2012 2626 1115 614 1.816 4.33
193946467 Sire_187848995 Dam_187849267 193_3_187_Y_M 48.38 2322 3130 1463 808 1.811 68.14
193946469 Sire_187848995 Dam_187849267 193_3_187_Y_F 44.26 1894 2564 1225 670 1.828 84.04
193946470 Sire_187848995 Dam_187849293 193_3_187_Y_F 43.21 1920 2710 1308 790 1.656 42.56
193946472 Sire_187848995 Dam_187849293 193_3_187_Y_F 45.41 1844 2578 1110 734 1.512 -83.71
193946481 Sire_187848995 Dam_187841197 193_3_187_Y_F 45.36 2066 2722 1162 656 1.771 -1.82
193946483 Sire_187848995 Dam_187849683 193_3_187_Y_F 41.74 2010 2656 1143 646 1.769 1.05
193946485 Sire_187848995 Dam_187849683 193_3_187_Y_M 50.56 2338 3204 1332 866 1.538 -118.3
193946487 Sire_186830617 Dam_186822165 193_3_186_M_F 43.73 2048 2746 1168 698 1.673 -33.6
193946490 Sire_186830617 Dam_186828379 193_3_186_M_M 49.22 2290 2882 1123 592 1.897 -73.04
193946491 Sire_186830617 Dam_186828619 193_3_186_M_M 41.25 2210 3188 1506 978 1.54 -7.63
193946497 Sire_186830617 Dam_186828379 193_3_186_M_F 34.21 1888 2550 1057 662 1.597 -74.75
193946509 Sire_186830617 Dam_186831037 193_3_186_M_F 40.15 1832 2468 1137 636 1.788 42.97
193946517 Sire_186830617 Dam_186837189 193_3_186_M_F 43.02 1982 2672 1128 690 1.635 -51.58
193946521 Sire_186825735 Dam_186822093 193_3_186_M_M 48.69 2244 3128 1401 884 1.585 -39.28
193946532 Sire_186825735 Dam_186827377 193_3_186_M_F 47.97 2066 2740 1180 674 1.751 -1.66
193946533 Sire_186825735 Dam_186827377 193_3_186_M_M 46.28 2242 2954 1213 712 1.704 -75.41
193946540 Sire_186825735 Dam_186829795 193_3_186_M_F 35.91 1900 2324 883 424 2.083 -15.46
193946542 Sire_186825735 Dam_186832647 193_3_186_M_F 46.66 1996 2754 1237 758 1.632 -12.95
193946544 Sire_186825735 Dam_186832647 193_3_186_M_F 38.06 1860 2516 1060 656 1.616 -59.83
193946547 Sire_186823279 Dam_186823565 193_3_186_M_F 41.02 1996 2710 1196 714 1.675 -10.35
193946550 Sire_186823279 Dam_186824769 193_3_186_M_M 50.87 2258 3034 1325 776 1.707 -24.11
193946553 Sire_186823279 Dam_186828243 193_3_186_M_F 38.98 2004 2754 1238 750 1.651 -5.73
193946554 Sire_186823279 Dam_186828243 193_3_186_M_F 46.97 1830 2428 1002 598 1.676 -53.94
193946556 Sire_186823279 Dam_186828243 193_3_186_M_F 40.8 1980 2674 1092 694 1.573 -91.11
193946566 Sire_186823279 Dam_186829783 193_3_186_M_F 42.37 2048 2514 977 466 2.097 5.31
193946576 Sire_186832227 Dam_186825515 193_3_186_M_F 38.39 1872 2434 1047 562 1.863 17.76
193946577 Sire_186832227 Dam_186825515 193_3_186_M_F 44.43 1830 2588 1163 758 1.534 -51.5
193946578 Sire_186832227 Dam_186825515 193_3_186_M_F 41.94 2032 2654 1193 622 1.918 70.14
193946579 Sire_186832227 Dam_186825515 193_3_186_M_M 46.64 2254 3046 1260 792 1.591 -102.1
193946584 Sire_186832227 Dam_186830713 193_3_186_M_M 44.91 2204 3010 1388 806 1.722 27.34
193946585 Sire_186832227 Dam_186830713 193_3_186_M_M 47.77 2194 2888 1190 694 1.715 -69.38
193946588 Sire_186832227 Dam_186830721 193_3_186_M_F 35.68 1908 2358 888 450 1.973 -37.93
193946594 Sire_186832227 Dam_186832317 193_3_186_M_F 40.06 1986 2782 1216 796 1.528 -69.48
193946596 Sire_186832227 Dam_186832317 193_3_186_M_M 44.16 2296 3274 1464 978 1.497 -73.27
193946601 Sire_186825727 Dam_186831991 193_3_186_M_F 38.33 1868 2684 1392 816 1.706 111.9
193946604 Sire_186825727 Dam_186835521 193_3_186_M_F 36.81 1876 2592 1173 716 1.638 -9.71
193946605 Sire_186825727 Dam_186835521 193_3_186_M_M 40.6 2198 2878 1284 680 1.888 35.84
193946608 Sire_186825727 Dam_186835829 193_3_186_M_M 40.45 2404 3320 1412 916 1.541 -100.4
193946611 Sire_186825727 Dam_186837635 193_3_186_M_F 36.5 1850 2446 1109 596 1.861 50.77
193946615 Sire_186824635 Dam_186822437 193_3_186_M_M 44.95 2418 3154 1318 736 1.791 -39.91
193946616 Sire_186824635 Dam_186822437 193_3_186_M_M 46.09 2470 3342 1498 872 1.718 6.15
193946618 Sire_186824635 Dam_186822437 193_3_186_M_F 42.94 2004 2850 1389 846 1.642 50.13
193946619 Sire_186824635 Dam_186822437 193_3_186_M_F 44.87 2014 2634 1133 620 1.827 15.96
193946621 Sire_186824635 Dam_186823933 193_3_186_M_M 46.72 2234 3158 1471 924 1.592 -1.72
193946623 Sire_186824635 Dam_186824787 193_3_186_M_F 38.61 1894 2510 1102 616 1.789 14.55
193946626 Sire_186824635 Dam_186825829 193_3_186_M_F 40.59 1962 2590 1161 628 1.849 47.14
193946627 Sire_186824635 Dam_186830809 193_3_186_M_F 35.47 1898 2514 1037 616 1.683 -51.3
193946630 Sire_186824635 Dam_186830809 193_3_186_M_F 34.44 1938 2622 1155 684 1.689 -9.23
193946632 Sire_186824635 Dam_186831135 193_3_186_M_F 41.54 2188 2988 1316 800 1.645 -16.58
193946639 Sire_186824635 Dam_186831225 193_3_186_M_F 34.66 1858 2634 1247 776 1.607 8.68
193946651 Sire_186828737 Dam_186827113 193_3_186_M_F 34.46 1882 2372 939 490 1.916 -21.02
193946652 Sire_186828737 Dam_186827113 193_3_186_M_F 42.14 1934 2650 1182 716 1.651 -13.09
193946655 Sire_186828737 Dam_186828835 193_3_186_M_F 36.94 1878 2566 1107 688 1.609 -48.38
193946659 Sire_186828737 Dam_186830309 193_3_186_M_M 43.39 2196 3102 1414 906 1.561 -32.44
193946660 Sire_186828737 Dam_186830309 193_3_186_M_F 36.47 1896 2414 995 518 1.921 4.24
193946669 Sire_186827473 Dam_186823801 193_3_186_M_F 40.34 1978 2530 1036 552 1.877 -5.96
193946670 Sire_186827473 Dam_186823801 193_3_186_M_F 40.56 1924 2590 1036 666 1.556 -107.4
193946672 Sire_186827473 Dam_186823973 193_3_186_M_F 39.34 1880 2264 838 384 2.182 -16.55
193946674 Sire_186827473 Dam_186824395 193_3_186_M_M 44.47 2300 3220 1474 920 1.602 -13.34
193946675 Sire_186827473 Dam_186824395 193_3_186_M_M 45.48 2268 2902 1227 634 1.935 0.06
193946676 Sire_186827473 Dam_186824395 193_3_186_M_M 45.62 2300 3034 1278 734 1.741 -45.71
193946686 Sire_186827473 Dam_186832839 193_3_186_M_F 42.99 1892 2298 880 406 2.167 1.09
193946688 Sire_186827473 Dam_186832839 193_3_186_M_F 43.68 1978 2588 1039 610 1.703 -60.44
193946711 Sire_186829727 Dam_186825741 193_3_186_M_F 37.44 1878 2484 1071 606 1.767 -3.12
193946715 Sire_186829727 Dam_186829801 193_3_186_M_M 39.62 1946 2618 1096 672 1.631 -75.85
193946716 Sire_186829727 Dam_186826655 193_3_186_M_F 37.39 1948 2650 1148 702 1.635 -36.21
193946749 Sire_185820559 Dam_185804831 193_3_185_O_F 36.76 1852 2378 990 526 1.882 0.71
193946763 Sire_185820559 Dam_185819667 193_3_185_O_F 40.26 1924 2480 997 556 1.793 -37.4
193946767 Sire_185818009 Dam_185807737 193_3_185_O_M 42.47 2230 3130 1555 900 1.728 104.5
193946771 Sire_185818009 Dam_185809937 193_3_185_O_M 42.57 2248 3280 1572 1032 1.523 0.42
193946772 Sire_185818009 Dam_185810859 193_3_185_O_F 41.12 1956 2700 1243 744 1.671 15.46
193946774 Sire_185818009 Dam_185810859 193_3_185_O_F 37.79 1920 2704 1321 784 1.685 61.51
193946775 Sire_185818009 Dam_185810859 193_3_185_O_F 44.5 2100 2872 1253 772 1.623 -33.04
193946776 Sire_185818009 Dam_185815705 193_3_185_O_F 41.39 1938 2772 1224 834 1.468 -88.88
193946780 Sire_185818009 Dam_185816703 193_3_185_O_F 36.98 1952 2668 1179 716 1.647 -19.94
193946784 Sire_185818009 Dam_185820769 193_3_185_O_F 41.72 1930 2840 1385 910 1.522 -1.49
193946787 Sire_185818009 Dam_185820131 193_3_185_O_M 47.2 2384 3272 1515 888 1.706 32.72
193946790 Sire_185818009 Dam_185821331 193_3_185_O_F 33.4 1848 2538 1171 690 1.697 20.04
193946793 Sire_185818009 Dam_185821331 193_3_185_O_F 37.64 1854 2360 1020 506 2.016 50.1
193946794 Sire_185818009 Dam_185821331 193_3_185_O_F 36.5 1862 2570 1180 708 1.667 8.21
193946795 Sire_185820673 Dam_185806089 193_3_185_O_F 40.26 1980 2582 1171 602 1.945 79.06
193946802 Sire_185820673 Dam_185809091 193_3_185_O_F 38.07 1902 2718 1312 816 1.608 24.64
193946803 Sire_185820673 Dam_185809091 193_3_185_O_F 34.23 1948 2542 1054 594 1.774 -23.18
193946807 Sire_185820673 Dam_185810201 193_3_185_O_F 39.87 1978 2768 1258 790 1.592 -19.82
193946828 Sire_185820673 Dam_185820575 193_3_185_O_F 37.26 1954 2712 1129 758 1.489 -112
193946833 Sire_185812137 Dam_185810275 193_3_185_O_F 43.53 1876 2420 1057 544 1.943 44.75
193946834 Sire_185812137 Dam_185810275 193_3_185_O_F 41.39 1914 2518 1123 604 1.859 43.17
193946835 Sire_185812137 Dam_185810275 193_3_185_O_M 49.23 2440 3136 1410 696 2.026 81.23
193946840 Sire_185812137 Dam_185811803 193_3_185_O_M 47.06 2260 3176 1458 916 1.592 -14.83
193946849 Sire_185814343 Dam_185808227 193_3_185_O_M 44.07 2204 2858 1184 654 1.81 -42.94
193946850 Sire_185814343 Dam_185808901 193_3_185_O_M 47.32 2210 3110 1436 900 1.596 -9.01
193946862 Sire_185814343 Dam_185807267 193_3_185_O_M 47.05 2270 3016 1472 746 1.973 145.98
193946864 Sire_185818863 Dam_185806493 193_3_185_O_M 40.12 2358 3048 1342 690 1.945 41.05
193946867 Sire_185818863 Dam_185808761 193_3_185_O_M 45.26 2220 2968 1423 748 1.902 108.97
193946870 Sire_185818863 Dam_185818771 193_3_185_O_F 37.37 1884 2592 1167 708 1.648 -9.49
193946871 Sire_185818863 Dam_185818771 193_3_185_O_F 37.67 1870 2614 1304 744 1.753 94.83
193946873 Sire_185818863 Dam_185818771 193_3_185_O_F 37.36 1898 2414 1028 516 1.992 38.8
193946876 Sire_185811199 Dam_185807649 193_3_185_O_F 46.3 1878 2562 1179 684 1.724 27.58
193946877 Sire_185811199 Dam_185807649 193_3_185_O_M 49.83 2128 2832 1299 704 1.845 48.96
193946878 Sire_185811199 Dam_185807649 193_3_185_O_M 41.82 2146 2854 1194 708 1.686 -64.5
193946881 Sire_185811199 Dam_185807987 193_3_185_O_F 39.28 1884 2468 1048 584 1.795 -5.6
193946884 Sire_185811199 Dam_185807987 193_3_185_O_F 35.74 1836 2564 1159 728 1.592 -27.06
193946909 Sire_185818379 Dam_185811589 193_3_185_O_F 44.12 1866 2438 1121 572 1.96 83.13
193946912 Sire_185818379 Dam_185816287 193_3_185_O_F 38.41 1848 2462 1057 614 1.721 -18.64
193946914 Sire_185818379 Dam_185817185 193_3_185_O_F 39.09 1942 2490 1140 548 2.08 109.69
193946915 Sire_185818379 Dam_185817185 193_3_185_O_F 37.82 1964 2692 1215 728 1.669 1.61
193946916 Sire_185818379 Dam_185817185 193_3_185_O_M 45.79 2382 3118 1281 736 1.74 -67.01
193946920 Sire_185818379 Dam_185820551 193_3_185_O_F 38.28 1946 2620 1089 674 1.616 -67.03
193946923 Sire_185818379 Dam_185821517 193_3_185_O_F 37.04 1864 2494 1118 630 1.775 23.08
193946924 Sire_185819183 Dam_185809695 193_3_185_O_M 43.98 2190 2844 1219 654 1.864 -4.09
193946927 Sire_185819183 Dam_185814673 193_3_185_O_F 42.96 1890 2508 1065 618 1.723 -23.58
193946937 Sire_185805587 Dam_185807685 193_3_185_O_F 44.38 1878 2628 1113 750 1.484 -103.8
193946943 Sire_185805587 Dam_185817423 193_3_185_O_F 45.5 2024 2758 1285 734 1.751 52.85
193946944 Sire_185805587 Dam_185817423 193_3_185_O_F 42.18 1926 2624 1177 698 1.686 1.46
193946946 Sire_185805587 Dam_185821085 193_3_185_O_F 44.87 1948 2676 1171 728 1.609 -38.97
193948193 Sire_188861301 Dam_188854391 193_4_188_V_M 43.61 2240 3092 1412 852 1.657 16.86
193948197 Sire_188861301 Dam_188854391 193_4_188_V_F 35.11 1886 2557 1134 671 1.69 10.97
193948201 Sire_188861301 Dam_188854521 193_4_188_V_F 36.37 1910 2681 1161 771 1.506 -68.06
193948203 Sire_188861301 Dam_188858351 193_4_188_V_F 42.34 1938 2599 1121 661 1.696 -8.41
193948205 Sire_188861301 Dam_188858833 193_4_188_V_M 42.15 2291 3132 1384 841 1.646 -11.56
